V1,rural3,union1988,centeno,totalexperience,replacement,iddto,idedo,jornadaPRI,noOP,fraud
San Luis Potosi_II_DSCN5164,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5165,0.862090588,1,0,1,0,231,24,0.439999998,1,0
San Luis Potosi_II_DSCN5166,0.862090588,1,0,1,0,231,24,0.439999998,0,1
San Luis Potosi_II_DSCN5167,0.862090588,1,0,1,0,231,24,0.439999998,0,1
San Luis Potosi_II_DSCN5168,0.862090588,1,0,1,0,231,24,0.439999998,1,0
San Luis Potosi_II_DSCN5169,0.862090588,1,0,1,0,231,24,0.439999998,0,0
San Luis Potosi_II_DSCN5170,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5171,0.862090588,1,0,1,0,231,24,0.439999998,0,0
San Luis Potosi_II_DSCN5172,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5173,0.862090588,1,0,1,0,231,24,0.439999998,0,1
San Luis Potosi_II_DSCN5174,0.862090588,1,0,1,0,231,24,0.439999998,0,1
San Luis Potosi_II_DSCN5175,0.862090588,1,0,1,0,231,24,0.439999998,0,0
San Luis Potosi_II_DSCN5176,0.862090588,1,0,1,0,231,24,0.439999998,1,0
San Luis Potosi_II_DSCN5177,0.862090588,1,0,1,0,231,24,0.439999998,0,1
San Luis Potosi_II_DSCN5178,0.862090588,1,0,1,0,231,24,0.439999998,0,0
San Luis Potosi_II_DSCN5179,0.862090588,1,0,1,0,231,24,0.439999998,0,1
San Luis Potosi_II_DSCN5180,0.862090588,1,0,1,0,231,24,0.439999998,0,1
San Luis Potosi_II_DSCN5181,0.862090588,1,0,1,0,231,24,0.439999998,0,0
San Luis Potosi_II_DSCN5182,0.862090588,1,0,1,0,231,24,0.439999998,0,1
San Luis Potosi_II_DSCN5183,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5184,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5185,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5186,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5187,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5188,0.862090588,1,0,1,0,231,24,0.439999998,0,1
San Luis Potosi_II_DSCN5189,0.862090588,1,0,1,0,231,24,0.439999998,0,0
San Luis Potosi_II_DSCN5190,0.862090588,1,0,1,0,231,24,0.439999998,0,1
San Luis Potosi_II_DSCN5191,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5192,0.862090588,1,0,1,0,231,24,0.439999998,0,0
San Luis Potosi_II_DSCN5193,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5194,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5195,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5196,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5197,0.862090588,1,0,1,0,231,24,0.439999998,0,1
San Luis Potosi_II_DSCN5198,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5199,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5200,0.862090588,1,0,1,0,231,24,0.439999998,1,0
San Luis Potosi_II_DSCN5201,0.862090588,1,0,1,0,231,24,0.439999998,1,0
San Luis Potosi_II_DSCN5202,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5203,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5204,0.862090588,1,0,1,0,231,24,0.439999998,1,0
San Luis Potosi_II_DSCN5205,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5206,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5207,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5208,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5209,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5210,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5211,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5212,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5213,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5214,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5215,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5216,0.862090588,1,0,1,0,231,24,0.439999998,1,0
San Luis Potosi_II_DSCN5217,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5218,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5219,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5220,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5221,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5222,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5223,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5224,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5225,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5226,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5227,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5228,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5229,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5230,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5231,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5232,0.862090588,1,0,1,0,231,24,0.439999998,0,0
San Luis Potosi_II_DSCN5233,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_II_DSCN5234,0.862090588,1,0,1,0,231,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2090,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2091,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2092,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2093,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2094,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2095,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2096,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2097,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2098,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2099,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2100,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2101,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2102,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2103,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2104,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2105,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2106,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2107,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2108,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2109,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2110,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2112,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2113,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2114,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2115,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2116,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2117,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2118,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2119,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2120,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2121,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2122,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2123,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2124,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2125,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2126,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2127,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2128,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2129,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2130,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2131,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2132,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2133,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2134,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2135,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2136,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2137,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2138,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2139,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2140,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2141,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2142,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2143,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2144,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2145,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2146,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2147,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2148,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2149,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2150,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2151,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2152,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2153,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2154,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2155,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2156,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2157,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2158,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2159,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2160,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2161,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2162,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2163,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2165,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2166,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2167,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2168,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2169,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2170,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2171,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2172,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2173,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2174,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2175,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2176,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2177,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2178,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2179,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2180,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2181,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2182,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2183,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2184,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2185,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2186,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2187,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2188,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2189,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2190,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2191,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2192,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2193,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2194,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2195,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2196,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2197,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2198,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2199,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2200,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2201,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2202,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2203,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2204,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2205,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2206,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2207,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2208,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2209,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2210,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2211,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2212,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2213,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2214,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2215,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2216,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2217,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2218,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2219,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2220,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2221,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2222,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2223,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2224,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2225,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2226,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2227,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2228,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2229,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2230,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2231,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2232,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2233,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2234,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2235,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2236,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2237,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2238,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2239,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2240,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2241,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2242,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2243,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2244,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2245,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2246,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2247,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2248,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2249,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2250,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2251,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2252,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2253,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2254,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2255,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2256,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2257,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2258,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2259,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2260,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2261,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2263,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2264,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2265,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2266,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2267,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2268,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2269,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2270,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2271,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2272,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2273,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2274,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2275,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2276,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2277,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2278,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2279,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2280,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2281,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2282,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2283,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2284,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2285,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2286,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2287,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2288,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2289,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2290,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2292,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2293,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2294,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2295,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2296,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2297,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2298,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2299,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2300,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2301,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2302,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2303,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2304,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2305,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2306,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2307,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2308,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2309,1.10918498,0,0,1,0,233,24,0.439999998,0,0
San Luis Potosi_IV_IMG_2310,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2311,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2312,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2313,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2314,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2315,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2316,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2317,1.10918498,0,0,1,0,233,24,0.439999998,1,0
San Luis Potosi_IV_IMG_2318,1.10918498,0,0,1,0,233,24,0.439999998,0,1
San Luis Potosi_IV_IMG_2319,1.10918498,0,0,1,0,233,24,0.439999998,1,1
San Luis Potosi_IV_IMG_2320,1.10918498,0,0,1,0,233,24,0.439999998,1,1
